MARKER	LAYER	RATING	REASON	SIZE_B	SOURCE_PATH
SEM_DEEPENING_BY_QUESTIONING.yaml	SEM	1	30 pos, composed	2436	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DEEPENING_BY_QUESTIONING.yaml
SEM_DEESCALATION.yaml	SEM	1	10 pos, composed	1089	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DEESCALATION.yaml
SEM_DEFENSIVENESS_SHIFT_MARKER.yaml	SEM	1	41 pos, desc, composed	3225	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DEFENSIVENESS_SHIFT_MARKER.yaml
SEM_DEFINITION_SUSPENSION.yaml	SEM	1	10 pos, composed	860	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DEFINITION_SUSPENSION.yaml
SEM_DEONTIC_LANGUAGE.yaml	SEM	1	5 pos, composed	523	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DEONTIC_LANGUAGE.yaml
SEM_DETECT_HAPPINESS.yaml	SEM	1	10 pos, composed	1029	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DETECT_HAPPINESS.yaml
SEM_DISSONANCE_TEXT.yaml	SEM	1	8 pos, desc, composed	1147	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DISSONANCE_TEXT.yaml
SEM_DOUBLE_BIND.yaml	SEM	1	10 pos, composed	918	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DOUBLE_BIND.yaml
SEM_DYNAMIC_KNOTS.yaml	SEM	1	5 pos, composed	715	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_DYNAMIC_KNOTS.yaml
SEM_EMBODIED_BLEND.yaml	SEM	1	10 pos, composed	773	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_EMBODIED_BLEND.yaml
SEM_EMOTIONAL_ACCEPTANCE.yaml	SEM	1	15 pos, composed	969	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_EMOTIONAL_ACCEPTANCE.yaml
SEM_EMOTIONAL_AWARENESS.yaml	SEM	1	15 pos, composed	990	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_EMOTIONAL_AWARENESS.yaml
SEM_EMOTIONAL_OVERWHELM 2.yaml	SEM	1	10 pos, desc, composed	1323	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_EMOTIONAL_OVERWHELM 2.yaml
SEM_ERROR_CULTURE.yaml	SEM	1	5 pos, composed	551	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_ERROR_CULTURE.yaml
SEM_EVAL_PRIOR.yaml	SEM	1	10 pos, 10 neg, composed	1369	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_EVAL_PRIOR.yaml
SEM_EVIDENCE_ORIENTED.yaml	SEM	1	10 pos, composed	934	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_EVIDENCE_ORIENTED.yaml
SEM_EXAMPLE_MARKER.yaml	SEM	1	5 pos, desc, composed	811	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_EXAMPLE_MARKER.yaml
SEM_EXCELLENCE_DRIVE.yaml	SEM	1	10 pos, composed	986	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_EXCELLENCE_DRIVE.yaml
SEM_EXPLORATION_DEEPENING.yaml	SEM	1	10 pos, composed	856	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_EXPLORATION_DEEPENING.yaml
SEM_EXPRESSED_SATISFACTION.yaml	SEM	1	11 pos, composed	904	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_EXPRESSED_SATISFACTION.yaml
SEM_EXTERNALIZING_LOCUS_OF_CONTROL.yaml	SEM	1	15 pos, composed	1228	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_EXTERNALIZING_LOCUS_OF_CONTROL.yaml
SEM_FACE_SAVING.yaml	SEM	1	10 pos, composed	942	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FACE_SAVING.yaml
SEM_FAKE_IDENTITY_STORY.yaml	SEM	1	10 pos, composed	1161	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FAKE_IDENTITY_STORY.yaml
SEM_FICTION_OVERRIDE.yaml	SEM	1	10 pos, composed	700	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FICTION_OVERRIDE.yaml
SEM_FINANCIAL_METRICS.yaml	SEM	1	7 pos, composed	641	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FINANCIAL_METRICS.yaml
SEM_FIRSTTIME_CLAUSE_MARKER.yaml	SEM	1	32 pos, desc, composed	2810	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FIRSTTIME_CLAUSE_MARKER.yaml
SEM_FIRST_TIME_DEPTH_MARKER.yaml	SEM	1	13 pos, composed	1262	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FIRST_TIME_DEPTH_MARKER.yaml
SEM_FLOUT_QUALITY_IRONY.yaml	SEM	1	5 pos, composed	549	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FLOUT_QUALITY_IRONY.yaml
SEM_FORMAT_POLICING.yaml	SEM	1	10 pos, 10 neg, composed	1294	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FORMAT_POLICING.yaml
SEM_FORMULATED_INTENTION_TO_CHANGE.yaml	SEM	1	15 pos, composed	1195	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_FORMULATED_INTENTION_TO_CHANGE.yaml
SEM_FRAME_SHIFT.yaml	SEM	1	10 pos, 10 neg, composed	1357	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FRAME_SHIFT.yaml
SEM_FRIENDZONE_DYNAMICS.yaml	SEM	1	5 pos, composed	1051	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_FRIENDZONE_DYNAMICS.yaml
SEM_GASLIGHTING.yaml	SEM	1	25 pos, composed	2542	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_GASLIGHTING.yaml
SEM_GASLIGHTING_ATTEMPT 2.yaml	SEM	1	10 pos, desc, composed	1303	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_GASLIGHTING_ATTEMPT 2.yaml
SEM_GASLIGHTING_ATTEMPT.yaml	SEM	1	10 pos, desc, composed	1303	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_GASLIGHTING_ATTEMPT.yaml
SEM_GATEKEEPING.yaml	SEM	1	10 pos, composed	954	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_GATEKEEPING.yaml
SEM_GELB_SYSTEMIC_INTEGRATION.yaml	SEM	1	8 pos, composed	780	LD3.4_ALL_Marker_5.1/spiral_persona/SEM/SEM_GELB_SYSTEMIC_INTEGRATION.yaml
SEM_GET_SUBJECT_CONTROL.yaml	SEM	1	10 pos, 10 neg, composed	1689	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_GET_SUBJECT_CONTROL.yaml
SEM_GOTTMAN_CONFLICT_ESCALATION.yaml	SEM	1	10 pos, 10 neg, composed	2016	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_GOTTMAN_CONFLICT_ESCALATION.yaml
SEM_GREETING_SOCIAL_CHECKIN.yaml.yml	SEM	1	5 pos, desc, composed	746	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_GREETING_SOCIAL_CHECKIN.yaml.yml
SEM_GRUEN_EMPATHIC_RESONANCE.yaml	SEM	1	6 pos, composed	620	LD3.4_ALL_Marker_5.1/spiral_persona/SEM/SEM_GRUEN_EMPATHIC_RESONANCE.yaml
SEM_HYPERBOLE_SIGNAL.yaml	SEM	1	5 pos, composed	606	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_HYPERBOLE_SIGNAL.yaml
SEM_INCLUSION_LANGUAGE.yaml	SEM	1	5 pos, composed	593	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_INCLUSION_LANGUAGE.yaml
SEM_INFLUENCE_ORIENTATION.yaml	SEM	1	10 pos, composed	975	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_INFLUENCE_ORIENTATION.yaml
SEM_INTERACTIVE_STONEWALLING_MARKER.yaml	SEM	1	14 pos, composed	1952	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_INTERACTIVE_STONEWALLING_MARKER.yaml
SEM_I_STATEMENT.yaml	SEM	1	10 pos, 10 neg	1407	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_I_STATEMENT.yaml
SEM_JOINT_FUTURE_INITIATIVE.yaml	SEM	1	10 pos, desc, composed	892	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_JOINT_FUTURE_INITIATIVE.yaml
SEM_LIGHT_ADMISSION.yaml	SEM	1	5 pos, desc, composed	702	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LIGHT_ADMISSION.yaml
SEM_LIGHT_HUMOR_CRITIQUE.yaml	SEM	1	5 pos, desc, composed	779	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LIGHT_HUMOR_CRITIQUE.yaml
SEM_LIGHT_HUMOR_CRITIQUE.yml	SEM	1	5 pos, desc, composed	779	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LIGHT_HUMOR_CRITIQUE.yml
SEM_LIMINAL_FIELD_PRESENCE.yaml	SEM	1	10 pos, composed	763	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LIMINAL_FIELD_PRESENCE.yaml
SEM_LISTING.yaml	SEM	1	10 pos, 10 neg, composed	1283	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LISTING.yaml
SEM_LL_ACTS_OF_SERVICE.yaml	SEM	1	10 pos, composed	1249	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LL_ACTS_OF_SERVICE.yaml
SEM_LL_PHYSICAL_TOUCH.yaml	SEM	1	10 pos, composed	1174	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LL_PHYSICAL_TOUCH.yaml
SEM_LL_QUALITY_TIME.yaml	SEM	1	10 pos, composed	1240	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LL_QUALITY_TIME.yaml
SEM_LL_RECEIVING_GIFTS.yaml	SEM	1	10 pos, composed	1298	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LL_RECEIVING_GIFTS.yaml
SEM_LL_WORDS_OF_AFFIRMATION.yaml	SEM	1	10 pos, composed	1306	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LL_WORDS_OF_AFFIRMATION.yaml
SEM_LOVE_BOMBING.yaml	SEM	1	20 pos, composed	1540	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LOVE_BOMBING.yaml
SEM_LOYALTY.yaml	SEM	1	10 pos, composed	732	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_LOYALTY.yaml
SEM_MAINTENANCE_RITUAL.yaml	SEM	1	10 pos, composed	1052	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MAINTENANCE_RITUAL.yaml
SEM_MAINTENANCE_RITUAL_corrected.yaml	SEM	1	5 pos, composed	879	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MAINTENANCE_RITUAL_corrected.yaml
SEM_MARKET_SIZE_ESTIMATE.yaml	SEM	1	7 pos, composed	646	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MARKET_SIZE_ESTIMATE.yaml
SEM_METACOGNITIVE_INSIGHT.yaml	SEM	1	5 pos, composed	732	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_METACOGNITIVE_INSIGHT.yaml
SEM_METAPHORICAL_COMMENT.yaml	SEM	1	5 pos, desc, composed	706	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_METAPHORICAL_COMMENT.yaml
SEM_META_NAVIGATION.yaml	SEM	1	10 pos, composed	964	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_META_NAVIGATION.yaml
SEM_MICRO_AGGRESSION_LIGHT.yaml	SEM	1	10 pos, composed	967	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MICRO_AGGRESSION_LIGHT.yaml
SEM_MICRO_CARE.yaml	SEM	1	10 pos, composed	809	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MICRO_CARE.yaml
SEM_MINIMIZATION.yaml	SEM	1	10 pos, desc, composed	839	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MINIMIZATION.yaml
SEM_MORAL_REFRAMING_GOOD_INTENT.yaml	SEM	1	10 pos, composed	1082	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MORAL_REFRAMING_GOOD_INTENT.yaml
SEM_MYCEL_GROWTH.yaml	SEM	1	10 pos, composed	710	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_MYCEL_GROWTH.yaml
SEM_M_LOVE_BOMBING.yaml	SEM	1	9 pos, composed	831	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_M_LOVE_BOMBING.yaml
SEM_NEEDS_TO_WANTS_FLIP.yaml	SEM	1	10 pos, composed	813	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_NEEDS_TO_WANTS_FLIP.yaml
SEM_NEGOTIATION_STANCE.yaml	SEM	1	10 pos, composed	1044	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_NEGOTIATION_STANCE.yaml
SEM_NEW_STRATEGY_ATTEMPT.yaml	SEM	1	5 pos, composed	647	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_NEW_STRATEGY_ATTEMPT.yaml
SEM_OFFENSIVE_FLIRTING.yaml	SEM	1	10 pos, composed	897	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_OFFENSIVE_FLIRTING.yaml
SEM_ORANGE_STRATEGIC_FLOW.yaml	SEM	1	6 pos, composed	626	LD3.4_ALL_Marker_5.1/spiral_persona/SEM/SEM_ORANGE_STRATEGIC_FLOW.yaml
SEM_PARENTAL_AUTHORITY.yaml	SEM	1	10 pos, 10 neg, desc	2126	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PARENTAL_AUTHORITY.yaml
SEM_PASSIVE_AGGRESSIVE_BEHAVIOR 2.yaml	SEM	1	10 pos, desc, composed	1214	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_PASSIVE_AGGRESSIVE_BEHAVIOR 2.yaml
SEM_PASSIVE_AGGRESSIVE_BEHAVIOR.yaml	SEM	1	10 pos, desc, composed	1214	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PASSIVE_AGGRESSIVE_BEHAVIOR.yaml
SEM_PERFORMATIVE_HELPLESSNESS.yaml	SEM	1	10 pos, composed	1197	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PERFORMATIVE_HELPLESSNESS.yaml
SEM_PLATFORM_SWITCH 2.yaml	SEM	1	10 pos, desc, composed	1312	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_PLATFORM_SWITCH 2.yaml
SEM_PLATFORM_SWITCH.yaml	SEM	1	10 pos, desc, composed	1312	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PLATFORM_SWITCH.yaml
SEM_PLAYFUL_TITLE_ASSIGNMENT.yaml	SEM	1	5 pos, desc, composed	706	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PLAYFUL_TITLE_ASSIGNMENT.yaml
SEM_PLAYFUL_TITLE_ASSIGNMENT.yml	SEM	1	5 pos, desc, composed	706	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PLAYFUL_TITLE_ASSIGNMENT.yml
SEM_PLEASANT_PULS.yaml	SEM	1	10 pos, composed	1364	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PLEASANT_PULS.yaml
SEM_POSITIVE_EMOTION_REGULATION.yaml	SEM	1	10 pos, composed	1029	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_POSITIVE_EMOTION_REGULATION.yaml
SEM_POSITIVE_FUTURE 2.yaml	SEM	1	5 pos, composed	622	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_POSITIVE_FUTURE 2.yaml
SEM_POSITIVE_OUTLOOK.yaml	SEM	1	11 pos, composed	794	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/SEM_semantic/SEM_POSITIVE_OUTLOOK.yaml
SEM_POSITIVE_POLITENESS.yaml	SEM	1	10 pos, composed	997	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_POSITIVE_POLITENESS.yaml
SEM_PROBLEM_STRUCTURING.yaml	SEM	1	10 pos, composed	957	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PROBLEM_STRUCTURING.yaml
SEM_PROJECTION_TEXT.yaml	SEM	1	8 pos, desc, composed	1078	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PROJECTION_TEXT.yaml
SEM_PROOF_STD_SHIFT.yaml	SEM	1	10 pos, 10 neg, composed	1075	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_PROOF_STD_SHIFT.yaml
SEM_PURPUR_TRIBAL_MAGIC.yaml	SEM	1	7 pos, composed	617	LD3.4_ALL_Marker_5.1/spiral_persona/SEM/SEM_PURPUR_TRIBAL_MAGIC.yaml
SEM_REACTION_FORMATION_AUDIO.yaml	SEM	1	8 pos, desc, composed	868	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_REACTION_FORMATION_AUDIO.yaml
SEM_REACTION_FORMATION_TEXT.yaml	SEM	1	8 pos, desc, composed	1273	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_REACTION_FORMATION_TEXT.yaml
SEM_REASSURANCE_DRIVE.yaml	SEM	1	10 pos, composed	1015	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_REASSURANCE_DRIVE.yaml
SEM_REGISTER_CLASH.yaml	SEM	1	5 pos, composed	513	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_REGISTER_CLASH.yaml
SEM_RELATIONAL_ONTOLOGY.yaml	SEM	1	5 pos, composed	695	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_RELATIONAL_ONTOLOGY.yaml
SEM_RELATION_OVER_PERSONA.yaml	SEM	1	10 pos, composed	685	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_RELATION_OVER_PERSONA.yaml
SEM_REPAIR_ATTEMPT_AUDIO.yaml	SEM	1	8 pos, desc, composed	919	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_REPAIR_ATTEMPT_AUDIO.yaml
SEM_REPAIR_FAILURE_AUDIO.yaml	SEM	1	8 pos, desc, composed	1040	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/SEM_REPAIR_FAILURE_AUDIO.yaml
SEM_REPAIR_FAILURE_TEXT.yaml	SEM	1	8 pos, desc, composed	1064	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_REPAIR_FAILURE_TEXT.yaml
SEM_REPAIR_SEQUENCE.yaml	SEM	1	10 pos, composed	914	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/SEM_REPAIR_SEQUENCE.yaml
